FILIAL;C«?D. PRODUTO;DESC. PRODUTO;DESC. GRUPO DE PRODUTO;QTDE. ESTOQUE
BA - ILHEUS CENTRO;1091070120;SABONETE EM BARRA BAMBU 120 G;SABONETE EM BARRAS;8
BA - ILHEUS CENTRO;1090180120;SABONETE EM BARRA GOIM 120 G;SABONETE EM BARRAS;4
BA - ILHEUS CENTRO;1091130120;SABONETE EM BARRA JAMBOA 120 G;SABONETE EM BARRAS;8
BA - ILHEUS CENTRO;1090260120;SABONETE EM BARRA MELAO E MELANCIA 120 G;SABONETE EM BARRAS;7
BA - ILHEUS CENTRO;1090440120;SABONETE EM BARRA ORIENTAL 120 G;SABONETE EM BARRAS;4
BA - ILHEUS CENTRO;1090520120;SABONETE EM BARRA VERBENA 120 G;SABONETE EM BARRAS;9
BA - ILHEUS CENTRO;1100520015;SACHE ENVELOPE PERFUMADO VERBENA 15G;SACHET ENVELOPE;0
BA - ILHEUS CENTRO;1060009249;SACOLA G VERDE COM ALCA DE GORGURAO;SACOLAS;0
BA - ILHEUS CENTRO;1060009142;SACOLA M VERDE;SACOLAS;0
BA - ILHEUS CENTRO;1060009248;SACOLA M VERDE COM ALCA DE GORGURAO;SACOLAS;0
BA - ILHEUS CENTRO;1060009141;SACOLA P VERDE;SACOLAS;0
BA - ILHEUS CENTRO;1060009247;SACOLA P VERDE COM ALCA DE GORGURAO;SACOLAS;0
BA - ILHEUS CENTRO;1060009140;SACOLA PP VERDE;SACOLAS;0
BA - ILHEUS CENTRO;1110710130;SAIS DE BANHO E ESPUMA AGUA DE COCO 130 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110710300;SAIS DE BANHO E ESPUMA AGUA DE COCO 380 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110720130;SAIS DE BANHO E ESPUMA FLOR DE LARANJEIRA 130 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110720300;SAIS DE BANHO E ESPUMA FLOR DE LARANJEIRA 380 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110730130;SAIS DE BANHO E ESPUMA MANGA VERDE 130 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110730300;SAIS DE BANHO E ESPUMA MANGA VERDE 380 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110740130;SAIS DE BANHO E ESPUMA YLANG YLANG 130 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1110740300;SAIS DE BANHO E ESPUMA YLANG YLANG 380 G;SAIS DE BANHO;0
BA - ILHEUS CENTRO;1141480100;CREME HIDRATANTE QUERATOLITICO PARA OS PES 100 G - SANTO PE;SANTO PE;7
BA - ILHEUS CENTRO;1141480160;DESODORANTE PARA OS PES 160 ML - SANTO PE;SANTO PE;6
BA - ILHEUS CENTRO;1141480130;GEL RELAXANTE PARA OS PES E PERNAS 130 G - SANTO PE;SANTO PE;0
BA - ILHEUS CENTRO;1141480150;PASTA AGRIDOCE ESFOLIANTE PARA OS PES 150 G - SANTO PE;SANTO PE;10
BA - ILHEUS CENTRO;1141489197;PEDILUVIO BANHO RELAXANTE PARA OS PES 150 G - SANTO PE;SANTO PE;12
BA - ILHEUS CENTRO;1141480080;TALCO EM CREME PARA OS PES 80 G - SANTO PE;SANTO PE;3
BA - ILHEUS CENTRO;1081490100;DEO PARFUM MASCULINO SELETO 100 ML;SELETO;7
BA - ILHEUS CENTRO;1051179243;KIT SERENA;SERENA;0
BA - ILHEUS CENTRO;1070790301;EMULSAO HIDRATANTE TAPAJOS 300 G;TAPAJOS;0
BA - ILHEUS CENTRO;1090790301;GEL DE BANHO TAPAJOS 300 ML;TAPAJOS;18
BA - ILHEUS CENTRO;1050799036;KIT VINTAGE TAPAJOS;TAPAJOS;0
BA - ILHEUS CENTRO;1090790101;SABONETE EM BARRA TAPAJOS 100 G (CX/3 UNID.);TAPAJOS;1
BA - ILHEUS CENTRO;1090790201;SABONETE EM BARRA TAPAJOS 200 G;TAPAJOS;6
BA - ILHEUS CENTRO;1040190350;DIFUSOR DE ESS«?NCIAS TERRA MADRE 350 ML;TERRA MADRE;2
BA - ILHEUS CENTRO;1070190350;HIDRATANTE CORPORAL TERRA MADRE 350 ML;TERRA MADRE;4
BA - ILHEUS CENTRO;1020190150;PERFUME PARA INTERIORES TERRA MADRE 150 ML;TERRA MADRE;4
BA - ILHEUS CENTRO;1020194600;PERFUME PARA INTERIORES TERRA MADRE 4600 ML;TERRA MADRE;0
BA - ILHEUS CENTRO;2070190350;REFIL HIDRATANTE CORPORAL TERRA MADRE 350 ML;TERRA MADRE;0
BA - ILHEUS CENTRO;2090190500;REFIL SABONETE L«çQUIDO TERRA MADRE 500ML;TERRA MADRE;4
BA - ILHEUS CENTRO;1090190120;SABONETE EM BARRA TERRA MADRE (CX/3 UNID.);TERRA MADRE;1
BA - ILHEUS CENTRO;1090190350;SABONETE LIQUIDO TERRA MADRE 350 ML;TERRA MADRE;3
BA - ILHEUS CENTRO;1110190700;SAL MARINHO TERRA MADRE 700 G;TERRA MADRE;0
BA - ILHEUS CENTRO;1010009025;VALVULA DISPERSORA AVATIM;VALVULA DISPERSORA;5
BA - ILHEUS CENTRO;2040009131;FLORES DISPERSORAS CONDESSA;VARETAS DIFUSORAS;0
BA - ILHEUS CENTRO;1040009144;VARETAS AVADORE;VARETAS DIFUSORAS;0
BA - ILHEUS CENTRO;1041089145;VARETAS BRANCAS BUQUE DE PEONIAS (PCT COM 12 UND);VARETAS DIFUSORAS;8
BA - ILHEUS CENTRO;1040009027;VARETAS BUQUET NATURAL;VARETAS DIFUSORAS;8
BA - ILHEUS CENTRO;1040009028;VARETAS DE BAMBU;VARETAS DIFUSORAS;8
BA - ILHEUS CENTRO;1040009136;VARETAS ESCURAS TERRA MADRE (PCT COM 12 UND);VARETAS DIFUSORAS;6
BA - ILHEUS CENTRO;1040009132;VARETAS MINI FLORES BRANCAS;VARETAS DIFUSORAS;8
BA - ILHEUS CENTRO;1040009134;VARETAS MINI FLORES LARANJAS;VARETAS DIFUSORAS;11
BA - ILHEUS CENTRO;1040009133;VARETAS MINI FLORES LILAS;VARETAS DIFUSORAS;19
BA - ILHEUS CENTRO;1040009135;VARETAS MINI FLORES ROSAS;VARETAS DIFUSORAS;11
BA - ILHEUS CENTRO;1040009030;VARETAS MINI ROSAS;VARETAS DIFUSORAS;0
BA - ILHEUS CENTRO;1040009031;VARETAS PALITO;VARETAS DIFUSORAS;1
BA - ILHEUS CENTRO;1040009032;VARETAS ROSA LILAS;VARETAS DIFUSORAS;12
BA - ILHEUS CENTRO;1120690160;VELA AROMATICA CRAVO E CANELA 160 G;VELAS 160 G;1
BA - ILHEUS CENTRO;1121200160;VELA AROMATICA GARDENIA & JASMIM 160 G;VELAS 160 G;1
BA - ILHEUS CENTRO;1120700160;VELA AROMATICA VANILLA 160 G;VELAS 160 G;2
BA - ILHEUS CENTRO;1127000400;VELA AROMATICA CITRONELA 400 G;VELAS 400G LATA;2
BA - ILHEUS CENTRO;1091100050;GEL DE BANHO VERBENA & BAMBU 50 ML;VERBENA & BAMBU;0
BA - ILHEUS CENTRO;3021610500;PERFUME PARA INTERIORES XERO DE SALVADOR 500 ML;XERO DE SALVADOR;0
